id_car,categorie,sous_categorie,nom_francais,description_darija,description_arabe,mots_cles_fr,codes_obd,niveau_gravite,action_recommandee,source,repair_cost_dzd,urgency
55,suspension,suspension,Shock Absorber Worn,tomobile traqas bezaf|ma tkhdemch mlih f tariq|el qdam yenzal ki tferni|zit ynzel men el amortisseur,ارتداد مفرط للسيارة ، تعامل ضعيف ، غوص الأمام عند الفرملة ، تسرب زيت من المساعد. الأسباب المحتملة: shock absorber worn + shock seals failed + spring broken + mounting hardware loose.,voiture rebondit trop|mauvaise tenue de route|plongée au freinage|fuite huile amortisseur|Shock Absorber Worn,C0200,متوسط,تغيير المساعدين (الأمامية والخلفية),diagcar_2026_complete,8000-35000,moderate
56,suspension,suspension,Control Arm Bushing Failure,sout f el trous|el kawetch ma yedmoch mlih|rdua f el volant|el kawetch ma ytahalouch,طرق عند المطبات ، محاذاة سيئة ، تآكل غير منتظم للإطار ، اهتزاز في التوجيه. الأسباب المحتملة: rubber bushing cracked + bushing dried out + impact damage + age and mileage.,cloquement sur bosses|mauvais alignement|usure pneu irrégulière|vibration direction|Control Arm Bushing Failure,C0350,متوسط,تغيير مخامد ذراع التحكم,diagcar_2026_complete,4000-18000,moderate
57,suspension,suspension,Coil Spring Broken,tomobile 7ana|sout f el trous|ma tkhdemch mlih|el kawetch ydoq,السيارة منخفضة من جهة ، صوت طرق ، تعامل سيء ، احتكاك الإطار. الأسباب المحتملة: spring broken from corrosion + spring broken from overload + impact damage + age and fatigue.,voiture basse d'un côté|cloquement|mauvaise tenue de route|pneu frotte|Coil Spring Broken,C0196,عالي,تغيير الزنبرك المكسور (يوصى بتغيير الاثنين),diagcar_2026_complete,6000-25000,urgent
58,suspension,suspension,Tie Rod End Failure,el volant ma ydirch mlih|rdua f el volant|el kawetch ma ytahalouch|sout ki tdur,تخبط التوجيه ، اهتزاز المقود ، تآكل غير متساوٍ ، طرق عند الدوران. الأسباب المحتملة: tie rod end ball worn + rubber boot torn + corrosion + impact damage.,direction qui se balade|vibration direction|usure pneu irrégulière|cloquement en virage|Tie Rod End Failure,C0460,حرج,تغيير نهايات قضيب التوجيه فوراً,diagcar_2026_complete,5000-20000,immediate
59,suspension,suspension,Anti-Roll Bar Link Failure,sout f el trous|tomobile tdur bezaf|sout f la petite vitesse|sout f el qdam wella derriere,طرق عند المطبات ، مبالغة في الميل ، طرقعة بالسرعة المنخفضة ، ضوضاء. الأسباب المحتملة: link ball worn + link bushing cracked + link bent from impact.,cloquement bosses|roulis excessif|claquement basse vitesse|bruit avant/arrière|Anti-Roll Bar Link Failure,C0250,متوسط,تغيير رابط شريط مانع الانقلاب,diagcar_2026_complete,3000-12000,moderate
60,direction,steering,Steering Rack Leak,zit el direction ynzel|el volant thqil|zit ta7at tomobile|sout ki tdur,تسرب سائل التوجيه ، ثقل التوجيه ، سائل تحت السيارة ، صوت طنين عند الدوران. الأسباب المحتملة: rack seals worn + inner tie rod leak + rack bellows torn + high mileage.,fuite fluide direction|direction lourde|fluide sous voiture|bruit en tournant|Steering Rack Leak,C0700,عالي,إصلاح أو تغيير عمود التوجيه,diagcar_2026_complete,15000-60000,urgent
61,direction,steering,Steering Column Failure,el volant rayeg|sout clic ki tdur|mushkila f el clé|sout f el volant,مقود رخو ، نقر عند الدوران ، مشكلة قفل الإشعال ، ضجيج العمود. الأسباب المحتملة: intermediate shaft worn + column bearing failed + UJ coupling worn + clock spring failed.,volant qui tourne dans le vide|clics en tournant|blocage anti-vol|bruit colonne|Steering Column Failure,C0750,عالي,فحص وإصلاح عمود التوجيه,diagcar_2026_complete,8000-40000,urgent
62,direction,steering,Power Steering Pump Noise,sout ki tdur bezaf|sout f la direction|zit el direction mrabba|la pompe ydoq,صفير عند الدوران الكامل ، أنين عند الاستدارة ، سائل رغوي ، تجويف المضخة. الأسباب المحتملة: fluid level low + fluid contaminated + pump cavitating + pump bearing worn + return line blocked.,gémissement en butée|grognement en virage|fluide mousseux|cavitation pompe|Power Steering Pump Noise,C0040,متوسط,فحص زيت التوجيه وتغيير المضخة إن لزم,diagcar_2026_complete,6000-28000,moderate
63,échappement,exhaust,Exhaust Manifold Crack,sout ki tkoun barda|rihet 7arqa|khsara f el qowa|control ma yn7ch,طرقعة عند البرودة ، رائحة احتراق ، فقدان القدرة ، فشل اختبار الانبعاثات. الأسباب المحتملة: manifold cracked from heat + gasket failed + studs broken + metal fatigue.,cliquetis au froid|odeur de brûlé|perte puissance|contrôle technique raté|Exhaust Manifold Crack,P0420,متوسط,إصلاح أو تغيير مانيفولد العادم,diagcar_2026_complete,8000-30000,moderate
64,échappement,exhaust,Muffler Failure,l'echappement ye3yat|sout ta7at tomobile|sout f el krash|lessance ykhlas bezaf,صوت عادم عالٍ ، صوت هدير ، طرقعة تحت السيارة ، زيادة استهلاك الوقود. الأسباب المحتملة: muffler corroded and holed + welded joint failed + resonator damaged + heat shield loose.,bruit d'échappement fort|grondement|cliquetis sous la voiture|conso augmentée|Muffler Failure,P0420,منخفض,تغيير الكاتم (مفلر),diagcar_2026_complete,5000-18000,low
65,échappement,exhaust,DPF Filter Blocked (Diesel),daw FAP|khsara f el qowa|tomobile ma tkhdemch mlih|bezaf dkhane khal,ضوء تحذير فلتر الجسيمات ، فقدان القدرة ، وضع الطوارئ ، دخان أسود مفرط. الأسباب المحتملة: DPF blocked from short journeys + DPF regeneration incomplete + EGR recirculating too much soot + injector leak sooting DPF.,voyant FAP allumé|perte puissance|mode dégradé|fumée noire excessive|DPF Filter Blocked (Diesel),P2002,عالي,تنظيف أو تغيير فلتر جسيمات الديزل,diagcar_2026_complete,20000-80000,urgent
66,échappement,exhaust,Lambda/O2 Sensor Upstream Failure,el mélange bezaf|dkhane khal|rihet lessance|daw el moteur,خليط غني ، دخان أسود ، رائحة وقود ، ضوء المحرك. الأسباب المحتملة: O2 sensor heater failed + sensor poisoned by fuel additive + exhaust leak before sensor + wiring issue.,mélange riche|fumée noire|odeur essence|voyant allumé|Lambda/O2 Sensor Upstream Failure,P0130,متوسط,تغيير مستشعر الأكسجين المنبع,diagcar_2026_complete,4500-16000,moderate
67,climatisation,ac,AC Compressor Failure,la clim ma tbardach|el compresseur ma ykhdemch|sout f la clim|la ceinture ta la clim tsafar,لا هواء بارد ، قابض الضاغط لا يعمل ، صوت عالٍ من التكييف ، صفير حزام التكييف. الأسباب المحتملة: compressor clutch coil failed + compressor seized + refrigerant overcharged + compressor low on oil.,pas d'air froid|embrayage compresseur non engagé|bruit AC fort|courroie AC siffle|AC Compressor Failure,B1420,متوسط,تغيير الضاغط أو قابضه,diagcar_2026_complete,15000-55000,low
68,climatisation,ac,AC Condenser Blocked,la clim ma tbardach meziane|la pression 3aliya|el ma7raka 7anna m3a la clim|la clim tweqef merra merra,التكييف غير بارد بما يكفي ، قراءات ضغط عالية ، ارتفاع حرارة مع التكييف ، انقطاع متكرر للتكييف. الأسباب المحتملة: condenser fins blocked with debris + bugs and dirt blocking airflow + condenser fan not working + condenser bent fins.,AC insuffisamment froid|haute pression|surchauffe avec clim|clim se coupe trop souvent|AC Condenser Blocked,B1422,متوسط,تنظيف المكثف أو تغييره,diagcar_2026_complete,4000-25000,low
69,climatisation,ac,AC Refrigerant Low,la clim ta3ti 7or|la clim tweqef wi tebda|ma fi baroda f les embouteillages|el compresseur yweqef bi sraa,التكييف يعمل بهواء دافئ ، التكييف يقطع ويوصل ، لا تبريد في الازدحام ، ضاغط يعمل لفترات قصيرة. الأسباب المحتملة: refrigerant leak + AC line fitting loose + condenser leak + evaporator leak + schrader valve leak.,AC souffle chaud|AC coupe/recoupe|pas de refroidissement embouteillages|compresseur court-cycle|AC Refrigerant Low,B1430,متوسط,كشف التسرب وإعادة شحن الغاز,diagcar_2026_complete,4000-20000,moderate
70,climatisation,ac,Cabin Air Filter Clogged,el hawiya ma tkhrojch mlih|rihet el khemij|la clim ma tbardach|ter f tomobile,ضعف تدفق الهواء ، رائحة عفن ، ضعف التكييف ، غبار داخل السيارة. الأسباب المحتملة: cabin filter clogged with debris + filter never replaced + mold growing on filter + blower motor weak.,débit air faible|odeur de moisi|AC insuffisant|poussière habitacle|Cabin Air Filter Clogged,B1450,منخفض,تغيير فلتر هواء مقصورة الركاب,diagcar_2026_complete,1000-4000,low
71,moteur,engine,High Idle Speed,el moteur ydur bezaf ki waqef|el wakfa 3aliya|el moteur ykhtar|lessance ykhlas ki waqef,ارتفاع دورات المحرك عند الخمول ، الخمول فوق 1000 دورة ، تصيد المحرك ، استهلاك وقود عالٍ عند الخمول. الأسباب المحتملة: vacuum leak + throttle body dirty + IAC valve stuck open + coolant temperature sensor failed.,régime élevé au ralenti|ralenti dépasse 1000 RPM|moteur chasse|conso élevée au ralenti|High Idle Speed,P0507,متوسط,تنظيف جسم الخانق وصمام IAC وفحص الفراغ,diagcar_2026_complete,3000-12000,moderate
72,moteur,engine,Low Idle / Engine Stalls,tomobile twaqef f les feux|el wakfa meshi mlih|el moteur ydub|twaqef ki tkoun barda,توقف عند الإشارات ، خمول خشن ، انخفاض الدورات ، توقف عند البرودة. الأسباب المحتملة: IAC valve dirty + EGR stuck open + vacuum leak + dirty fuel injectors + low fuel pressure.,calage aux feux|ralenti rugueux|RPM chute|calage au froid|Low Idle / Engine Stalls,P0505,متوسط,تنظيف صمام IAC وفحص الحاقنات,diagcar_2026_complete,3000-15000,moderate
73,moteur,engine,Excessive Oil Consumption,el zit ykhlas bi sraa|dkhane azraq men l'echappement|rihet zit 7areq|les bougies 3alhom zit,انخفاض مستوى الزيت بسرعة ، دخان أزرق من العادم ، رائحة حرق زيت ، شمعات مغطاة بالزيت. الأسباب المحتملة: piston rings worn + valve stem seals worn + PCV valve failed + turbo seals leaking + engine worn.,niveau huile chute fréquemment|fumée bleue échappement|odeur huile brûlée|bougies huileuses|Excessive Oil Consumption,P0520,عالي,فحص حلقات المكبس ومواسير الصمامات,diagcar_2026_complete,30000-150000,urgent
74,moteur,engine,Engine Won't Start When Hot,tebda ki barda ma tbdach ki 7anna|el gaz yektel|mushkila ki t3awad tebda|khaser tantar 20 dqiqa,يشتغل بارداً لا ساخناً ، قفل البخار ، مشكلة إعادة التشغيل الساخن ، انتظار 20 دقيقة. الأسباب المحتملة: crankshaft sensor heat failure + fuel vapor lock + flooded engine + fuel pump heat failure + starter motor overheating.,démarre froid mais pas chaud|lock vapeur|problème redémarrage chaud|attendre 20 min|Engine Won't Start When Hot,P0335,عالي,فحص مستشعر الكرنك وضغط الوقود,diagcar_2026_complete,5000-25000,urgent
75,électricité,electrical,Central Locking Failure,les portes ma yetqlach|la télécommande ma tkhdemch|porte ma tetqlach|el qufl merra ykhdem merra la,الأبواب لا تقفل/تفتح ، الريموت لا يعمل ، باب لا يقفل ، قفل متقطع. الأسباب المحتملة: door lock actuator failed + central locking module failed + key fob battery flat + wiring issue + broken link rod.,portes ne se verrouillent pas|télécommande HS|une porte ne ferme pas|verrouillage intermittent|Central Locking Failure,B1004,منخفض,تغيير مشغّل قفل الباب أو وحدة التحكم,diagcar_2026_complete,3000-15000,low
76,électricité,electrical,Window Regulator Failure,la vitre ma teshish/tenzelch|sout f la vitre|la vitre twa3at|la vitre tet7arrak bi bTe,النافذة لا تصعد/تنزل ، صوت طحن النافذة ، النافذة تسقط ، حركة بطيئة. الأسباب المحتملة: regulator motor failed + regulator cable snapped + regulator plastic clips broken + window switch failed.,vitre ne monte/descend pas|grincement vitre|vitre tombe|mouvement vitre lent|Window Regulator Failure,B1440,منخفض,تغيير ميكانيزم رفع النافذة,diagcar_2026_complete,4000-16000,low
