id,text,label,severity,obd_code,language
66,Lambda/O2 Sensor Upstream Failure el mélange bezaf dkhane khal rihet lessance daw el moteur خليط غني ، دخان أسود ، رائحة وقود ، ضوء المحرك. الأسباب المحتملة: O2 sensor heater failed + sensor poisoned by fuel additive + exhaust leak before sensor + wiring issue. mélange riche fumée noire odeur essence voyant allumé Lambda/O2 Sensor Upstream Failure P0130,échappement,متوسط,P0130,mixed_ar_fr_dz
67,AC Compressor Failure la clim ma tbardach el compresseur ma ykhdemch sout f la clim la ceinture ta la clim tsafar لا هواء بارد ، قابض الضاغط لا يعمل ، صوت عالٍ من التكييف ، صفير حزام التكييف. الأسباب المحتملة: compressor clutch coil failed + compressor seized + refrigerant overcharged + compressor low on oil. pas d'air froid embrayage compresseur non engagé bruit AC fort courroie AC siffle AC Compressor Failure B1420,climatisation,متوسط,B1420,mixed_ar_fr_dz
68,AC Condenser Blocked la clim ma tbardach meziane la pression 3aliya el ma7raka 7anna m3a la clim la clim tweqef merra merra التكييف غير بارد بما يكفي ، قراءات ضغط عالية ، ارتفاع حرارة مع التكييف ، انقطاع متكرر للتكييف. الأسباب المحتملة: condenser fins blocked with debris + bugs and dirt blocking airflow + condenser fan not working + condenser bent fins. AC insuffisamment froid haute pression surchauffe avec clim clim se coupe trop souvent AC Condenser Blocked B1422,climatisation,متوسط,B1422,mixed_ar_fr_dz
69,AC Refrigerant Low la clim ta3ti 7or la clim tweqef wi tebda ma fi baroda f les embouteillages el compresseur yweqef bi sraa التكييف يعمل بهواء دافئ ، التكييف يقطع ويوصل ، لا تبريد في الازدحام ، ضاغط يعمل لفترات قصيرة. الأسباب المحتملة: refrigerant leak + AC line fitting loose + condenser leak + evaporator leak + schrader valve leak. AC souffle chaud AC coupe/recoupe pas de refroidissement embouteillages compresseur court-cycle AC Refrigerant Low B1430,climatisation,متوسط,B1430,mixed_ar_fr_dz
70,Cabin Air Filter Clogged el hawiya ma tkhrojch mlih rihet el khemij la clim ma tbardach ter f tomobile ضعف تدفق الهواء ، رائحة عفن ، ضعف التكييف ، غبار داخل السيارة. الأسباب المحتملة: cabin filter clogged with debris + filter never replaced + mold growing on filter + blower motor weak. débit air faible odeur de moisi AC insuffisant poussière habitacle Cabin Air Filter Clogged B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
71,High Idle Speed el moteur ydur bezaf ki waqef el wakfa 3aliya el moteur ykhtar lessance ykhlas ki waqef ارتفاع دورات المحرك عند الخمول ، الخمول فوق 1000 دورة ، تصيد المحرك ، استهلاك وقود عالٍ عند الخمول. الأسباب المحتملة: vacuum leak + throttle body dirty + IAC valve stuck open + coolant temperature sensor failed. régime élevé au ralenti ralenti dépasse 1000 RPM moteur chasse conso élevée au ralenti High Idle Speed P0507,moteur,متوسط,P0507,mixed_ar_fr_dz
72,Low Idle / Engine Stalls tomobile twaqef f les feux el wakfa meshi mlih el moteur ydub twaqef ki tkoun barda توقف عند الإشارات ، خمول خشن ، انخفاض الدورات ، توقف عند البرودة. الأسباب المحتملة: IAC valve dirty + EGR stuck open + vacuum leak + dirty fuel injectors + low fuel pressure. calage aux feux ralenti rugueux RPM chute calage au froid Low Idle / Engine Stalls P0505,moteur,متوسط,P0505,mixed_ar_fr_dz
73,Excessive Oil Consumption el zit ykhlas bi sraa dkhane azraq men l'echappement rihet zit 7areq les bougies 3alhom zit انخفاض مستوى الزيت بسرعة ، دخان أزرق من العادم ، رائحة حرق زيت ، شمعات مغطاة بالزيت. الأسباب المحتملة: piston rings worn + valve stem seals worn + PCV valve failed + turbo seals leaking + engine worn. niveau huile chute fréquemment fumée bleue échappement odeur huile brûlée bougies huileuses Excessive Oil Consumption P0520,moteur,عالي,P0520,mixed_ar_fr_dz
74,Engine Won't Start When Hot tebda ki barda ma tbdach ki 7anna el gaz yektel mushkila ki t3awad tebda khaser tantar 20 dqiqa يشتغل بارداً لا ساخناً ، قفل البخار ، مشكلة إعادة التشغيل الساخن ، انتظار 20 دقيقة. الأسباب المحتملة: crankshaft sensor heat failure + fuel vapor lock + flooded engine + fuel pump heat failure + starter motor overheating. démarre froid mais pas chaud lock vapeur problème redémarrage chaud attendre 20 min Engine Won't Start When Hot P0335,moteur,عالي,P0335,mixed_ar_fr_dz
75,Central Locking Failure les portes ma yetqlach la télécommande ma tkhdemch porte ma tetqlach el qufl merra ykhdem merra la الأبواب لا تقفل/تفتح ، الريموت لا يعمل ، باب لا يقفل ، قفل متقطع. الأسباب المحتملة: door lock actuator failed + central locking module failed + key fob battery flat + wiring issue + broken link rod. portes ne se verrouillent pas télécommande HS une porte ne ferme pas verrouillage intermittent Central Locking Failure B1004,électricité,منخفض,B1004,mixed_ar_fr_dz
76,Window Regulator Failure la vitre ma teshish/tenzelch sout f la vitre la vitre twa3at la vitre tet7arrak bi bTe النافذة لا تصعد/تنزل ، صوت طحن النافذة ، النافذة تسقط ، حركة بطيئة. الأسباب المحتملة: regulator motor failed + regulator cable snapped + regulator plastic clips broken + window switch failed. vitre ne monte/descend pas grincement vitre vitre tombe mouvement vitre lent Window Regulator Failure B1440,électricité,منخفض,B1440,mixed_ar_fr_dz
77,Dashboard Warning Lights All On kol les voyants dayrins le tableau de bord ma ykhdemch el3addad ma ykhdemch bezaf codes f el scanner جميع أضواء التحذير مضاءة ، فشل عداد القيادة ، العداد لا يعمل ، أكواد أعطال متعددة. الأسباب المحتملة: body control module failed + CAN bus error + ground fault + instrument cluster failed + battery voltage issue. tous les voyants allumés tableau de bord HS compteur vitesse HS codes pannes multiples Dashboard Warning Lights All On U0001,électricité,عالي,U0001,mixed_ar_fr_dz
78,Airbag System Fault daw el airbag el airbag ma ynfajarch el clock spring ma ykhdemch capteur el 7adsa ma ykhdemch ضوء تحذير كيس الهواء ، كيس الهواء قد لا ينفتح ، نابض حلزوني معطل ، مستشعر التصادم معطل. الأسباب المحتملة: clock spring broken + crash sensor failed + airbag module fault + wiring connector loose + seat belt pretensioner fault. voyant airbag allumé airbag pourrait ne pas se déclencher ressort spirale HS capteur crash défaillant Airbag System Fault B0001,électricité,عالي,B0001,mixed_ar_fr_dz
79,Turbocharger Failure khsara f el qowa dkhane azraq/khal sout el turbo la pression wahda فقدان القدرة ، دخان أزرق/أسود ، صفير الشاحن التوربيني ، ضغط منخفض. الأسباب المحتملة: turbo bearing failed + turbo oil seal leaking + compressor wheel damaged + wastegate failed + oil starvation. perte puissance fumée bleue/noire sifflement turbo pression suralimentation faible Turbocharger Failure P0299,moteur,حرج,P0299,mixed_ar_fr_dz
80,Intercooler Leak khsara f el qowa dkhane khal zit 3and el intercooler la pression meshi mlih فقدان القدرة ، دخان أسود ، بقايا زيتية قرب المبرد ، ضغط توربو منخفض. الأسباب المحتملة: intercooler cracked + boost pipe hose split + intercooler fin damage + clamp loose. perte puissance fumée noire résidu huileux intercooler pression turbo faible Intercooler Leak P0299,moteur,عالي,P0299,mixed_ar_fr_dz
81,Diesel Injector Failure el moteur yrt3ech ki waqef bezaf dkhane khal el moteur ma ykhdemch mlih bezaf gasoil خمول ديزل خشن ، دخان أسود مفرط ، فشل اشتعال ، استهلاك عالٍ. الأسباب المحتملة: injector nozzle worn + injector return pipe leak + injector pressure incorrect + injector stuck open/closed. ralenti diesel rugueux fumée noire excessive ratés moteur surconsommation Diesel Injector Failure P0201,carburant,عالي,P0201,mixed_ar_fr_dz
82,High Pressure Fuel Pump (Diesel) Failure ma tebdach b el gasoil khsara f el qowa el moteur twaqef code pression صعوبة تشغيل الديزل ، فقدان القدرة ، توقف المحرك ، كود ضغط الرامبة. الأسباب المحتملة: HP pump worn + fuel contaminated with water + cam lobe worn + HP pump inlet restricted. démarrage difficile diesel perte puissance moteur s'arrête code pression rail High Pressure Fuel Pump (Diesel) Failure P0087,carburant,حرج,P0087,mixed_ar_fr_dz
83,Variable Valve Timing (VVT) Failure el wakfa meshi mlih el moteur ma ykhdemch mlih sout ki tebda daw el moteur خمول خشن ، أداء ضعيف ، طرقعة عند الاشتغال ، ضوء المحرك. الأسباب المحتملة: VVT solenoid clogged + oil pressure low + VVT actuator failed + oil sludge blocking passage. ralenti rugueux performances réduites cliquetis démarrage voyant allumé Variable Valve Timing (VVT) Failure P0010,moteur,عالي,P0010,mixed_ar_fr_dz
84,Engine Mount Failure el moteur yrdua bezaf sout ki tet7arrak el moteur yetharrak rdua ki waqef اهتزاز مفرط للمحرك ، طرق عند التسارع ، حركة المحرك مرئية ، اهتزاز عند الخمول. الأسباب المحتملة: engine mount rubber cracked + hydraulic mount fluid leaked + mount bracket broken + high mileage. vibration moteur excessive cloquement à l'accélération mouvement moteur visible vibration au ralenti Engine Mount Failure P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
85,Parking Brake Cable Seized frein à main ma yekhrijch tomobile tet3ater les freins derriere 7anu le voyant dwem dayar الفرامل اليدوية لا تتحرر ، السيارة تعترض ، ارتفاع حرارة الفرامل الخلفية ، ضوء التحذير مستمر. الأسباب المحتملة: cable seized from corrosion + cable too tight + rear caliper seized + cable frozen + cable frayed. frein à main ne relâche pas voiture freine freins arrière surchauffent voyant reste allumé Parking Brake Cable Seized C0268,freinage,متوسط,C0268,mixed_ar_fr_dz
86,Horn Failure el klaxon ma ykhdemch el klaxon dwa3if el klaxon dwem el klaxon merra ykhdem merra la البوق لا يعمل ، بوق ضعيف ، بوق مستمر ، بوق متقطع. الأسباب المحتملة: horn unit failed + horn relay failed + clock spring broken + fuse blown + wiring issue. klaxon ne fonctionne pas klaxon faible klaxon en continu klaxon intermittent Horn Failure B1017,électricité,منخفض,B1017,mixed_ar_fr_dz
87,Speedometer/Odometer Failure el compteur ma ykhdemch el compteur waqef el vitesse ghlata daw ABS m3a el compteur عداد السرعة لا يعمل ، عداد المسافة متوقف ، قراءة سرعة خاطئة ، ضوء ABS مع عطل العداد. الأسباب المحتملة: vehicle speed sensor failed + instrument cluster failed + CAN bus error + wiring issue. compteur HS odomètre arrêté lecture vitesse incorrecte voyant ABS avec compteur HS Speedometer/Odometer Failure C0035,électricité,متوسط,C0035,mixed_ar_fr_dz
88,Fuel Gauge Failure el compteur ta lessance ghlat waqef f khal wella meli el compteur ydur lessance ynqas bla ma norfou مؤشر الوقود خاطئ ، عالق عند الممتلئ أو الفارغ ، تذبذب مؤشر الوقود ، نفاد الوقود مفاجئ. الأسباب المحتملة: fuel level sensor failed + float arm stuck + sending unit wiring + instrument cluster failure. jauge carburant incorrecte bloquée plein ou vide jauge fluctue tomber en panne sèche Fuel Gauge Failure P0460,électricité,متوسط,P0460,mixed_ar_fr_dz
